ProductID,Category,SubCategory,ProductName,Price
OFF-PA-10004255,Office Supplies,Paper,Xerox 2196.48,1.0
OFF-PA-10002195,Office Supplies,Paper,Xerox 19666.48,1.0
OFF-PA-10000048,Office Supplies,Paper,Xerox 206.48,1.0
OFF-PA-10001870,Office Supplies,Paper,Xerox 2026.48,1.0
OFF-PA-10004609,Office Supplies,Paper,Xerox 2216.48,1.0
OFF-PA-10004983,Office Supplies,Paper,Xerox 236.48,1.0
OFF-PA-10001934,Office Supplies,Paper,Xerox 19936.48,1.0
OFF-PA-10002787,Office Supplies,Paper,Xerox 2276.48,1.0
OFF-PA-10004355,Office Supplies,Paper,Xerox 2316.48,1.0
OFF-PA-10001569,Office Supplies,Paper,Xerox 2326.48,1.0
OFF-PA-10002262,Office Supplies,Paper,Xerox 1926.48,1.0
OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)6.48,1.0
OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes6.54,1.0
OFF-PA-10003001,Office Supplies,Paper,Xerox 19866.68,1.0
OFF-PA-10002947,Office Supplies,Paper,Xerox 19236.68,1.0
OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip6.7,1.0
OFF-AR-10004272,Office Supplies,Art,Newell 3083.36,2.0
OFF-AR-10001972,Office Supplies,Art,Newell 3233.36,2.0
TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub6.79,1.0
OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut6.84",1.0
TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB6.9,1.0
FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs6.98,1.0
OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk3.52,2.0
OFF-AR-10001315,Office Supplies,Art,Newell 3103.52,2.0
OFF-AR-10001545,Office Supplies,Art,Newell 3263.52,2.0
OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters3.6,2.0
OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins3.62,2.0
OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips7.27,1.0
OFF-AR-10000823,Office Supplies,Art,Newell 3073.64,2.0
OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes7.28,1.0
OFF-AR-10002833,Office Supplies,Art,Newell 3223.64,2.0
OFF-LA-10004093,Office Supplies,Labels,Avery 4867.31,1.0
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal7.31,1.0
OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips3.68,2.0
OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs7.38,1.0
OFF-BI-10004187,Office Supplies,Binders,Staples3.76,2.0
OFF-FA-10003021,Office Supplies,Fasteners,Staples3.76,2.0
OFF-AR-10001166,Office Supplies,Art,Staples7.58,1.0
OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page7.61",1.0
OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/47.64",1.0
OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes7.64",1.0
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill7.71,1.0
OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags7.77,1.0
OFF-FA-10003112,Office Supplies,Fasteners,Staples7.89,1.0
OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins7.89,1.0
OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC3.96,2.0
OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers8.02,1.0
OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps4.02,2.0
FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories4.16,2.0
OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV72108.39,1.0
OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers8.57,1.0
OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs8.6,1.0
OFF-AP-10002222,Office Supplies,Appliances,Staples8.67,1.0
OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins4.36,2.0
OFF-SU-10001935,Office Supplies,Supplies,Staples4.36,2.0
OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""4.36",2.0
FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame8.73,1.0
OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener8.75,1.0
TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S8.78,1.0
OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""9.11",1.0
OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders9.14,1.0
OFF-AR-10001573,Office Supplies,Art,American Pencil4.66,2.0
OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""9.68",1.0
OFF-EN-10002621,Office Supplies,Envelopes,Staples9.78,1.0
TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger9.99,1.0
OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright)9.99,1.0
OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter5.04,2.0
OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils10.16,1.0
OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils5.16,2.0
OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack10.44",1.0
OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box10.48,1.0
OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets5.28,2.0
OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes5.32,2.0
OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes10.67,1.0
OFF-ST-10003221,Office Supplies,Storage,Staples10.68,1.0
OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils5.34,2.0
OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip10.89,1.0
OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files10.9,1.0
TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband10.95,1.0
OFF-AP-10001366,Office Supplies,Appliances,Staples10.98,1.0
TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB10.99,1.0
OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes11.09,1.0
OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set5.56,2.0
OFF-AR-10003856,Office Supplies,Art,Newell 3445.56,2.0
OFF-AR-10000246,Office Supplies,Art,Newell 3185.56,2.0
OFF-PA-10004156,Office Supplies,Paper,Xerox 18811.34,1.0
OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels5.76,2.0
OFF-LA-10003388,Office Supplies,Labels,Avery 55.76,2.0
OFF-LA-10004409,Office Supplies,Labels,Avery 4925.76,2.0
OFF-AR-10002578,Office Supplies,Art,Newell 3355.76,2.0
OFF-AR-10002255,Office Supplies,Art,Newell 3465.76,2.0
OFF-LA-10004008,Office Supplies,Labels,Avery 5075.76,2.0
OFF-LA-10003190,Office Supplies,Labels,Avery 4745.76,2.0
OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards11.54,1.0
OFF-LA-10003663,Office Supplies,Labels,Avery 4985.78,2.0
OFF-LA-10004425,Office Supplies,Labels,Staples5.78,2.0
OFF-FA-10000735,Office Supplies,Fasteners,Staples5.84,2.0
OFF-AR-10001246,Office Supplies,Art,Newell 3175.88,2.0
OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils5.88,2.0
FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories12.07,1.0
FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame12.22,1.0
OFF-PA-10001970,Office Supplies,Paper,Xerox 188112.28,1.0
FUR-FU-10003829,Furniture,Furnishings,Stackable Trays6.16,2.0
FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs6.16,2.0
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set6.16,2.0
OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets6.24,2.0
OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch12.53,1.0
OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers6.28,2.0
OFF-SU-10003936,Office Supplies,Supplies,Acme Serrated Blade Letter Opener6.36,2.0
OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes12.78,1.0
OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener12.88,1.0
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge6.46,2.0
OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors12.98,1.0
TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card12.99,1.0
FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp12.99",1.0
TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset12.99,1.0
OFF-AR-10003651,Office Supplies,Art,Newell 3506.56,2.0
OFF-AR-10001177,Office Supplies,Art,Newell 3496.56,2.0
OFF-AR-10003829,Office Supplies,Art,Newell 356.56,2.0
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books6.58,2.0
OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set6.68,2.0
FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp13.4,1.0
TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard13.48,1.0
OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series13.97,1.0
OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors13.98,1.0
OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System13.98,1.0
OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File14.03,1.0
OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels7.04,2.0
OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings14.28,1.0
OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips7.16,2.0
OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets7.16,2.0
OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors7.3,2.0
OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets7.3,2.0
OFF-SU-10001225,Office Supplies,Supplies,Staples7.36,2.0
OFF-LA-10000443,Office Supplies,Labels,Avery 5017.38,2.0
OFF-LA-10000248,Office Supplies,Labels,Avery 527.38,2.0
OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes7.38,2.0
FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive7.4,2.0
OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page7.42",2.0
FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp14.89,1.0
OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File14.97,1.0
OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File14.98,1.0
OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener14.98,1.0
OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set7.5,2.0
TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black15.02,1.0
OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands5.04,3.0
OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers15.14,1.0
OFF-AR-10003986,Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set7.7,2.0
OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears7.76,2.0
OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle15.58,1.0
OFF-FA-10001229,Office Supplies,Fasteners,Staples7.86,2.0
OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks7.9,2.0
FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection5.28,3.0
OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems7.96,2.0
OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets8,2.0
OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers16.24,1.0
TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo16.36,1.0
OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""8.26",2.0
OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder8.26,2.0
OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco8.26,2.0
FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories8.28,2.0
OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters8.28,2.0
TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse16.59,1.0
TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.016.95,1.0
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes16.98,1.0
TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet16.99,1.0
OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener16.99,1.0
OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere5.67,3.0
OFF-PA-10003893,Office Supplies,Paper,Xerox 19628.56,2.0
OFF-PA-10002741,Office Supplies,Paper,Xerox 19808.56,2.0
OFF-PA-10000327,Office Supplies,Paper,Xerox 19718.56,2.0
OFF-AR-10003056,Office Supplies,Art,Newell 3418.56,2.0
OFF-PA-10004610,Office Supplies,Paper,Xerox 19008.56,2.0
OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box17.15,1.0
OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders17.3,1.0
OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags8.74,2.0
OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch8.76,2.0
TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S45.94,3.0
OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes8.96,2.0
OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams8.96,2.0
TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige18,1.0
OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips9.02,2.0
FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock18.7",1.0
OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation6.24,3.0
OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth9.42,2.0
FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings9.46,2.0
OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder18.94,1.0
OFF-PA-10000176,Office Supplies,Paper,Xerox 188718.97,1.0
OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders9.64,2.0
OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders9.64,2.0
FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers9.64,2.0
OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins6.54,3.0
OFF-LA-10004345,Office Supplies,Labels,Avery 4939.82,2.0
FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate9.82,2.0
OFF-LA-10003223,Office Supplies,Labels,Avery 5089.82,2.0
OFF-LA-10002034,Office Supplies,Labels,Avery 4789.82,2.0
OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets9.84,2.0
OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener6.57,3.0
OFF-AR-10003811,Office Supplies,Art,Newell 3276.63,3.0
OFF-PA-10000477,Office Supplies,Paper,Xerox 19529.96,2.0
OFF-LA-10001569,Office Supplies,Labels,Avery 4999.96,2.0
FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC9.96,2.0
OFF-LA-10004853,Office Supplies,Labels,Avery 4839.96,2.0
OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)9.96,2.0
OFF-PA-10000157,Office Supplies,Paper,Xerox 19119.98,1.0
FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock19.98,1.0
OFF-PA-10001019,Office Supplies,Paper,Xerox 188419.98,1.0
TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired19.99,1.0
FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame20.24,1.0
OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving20.34,1.0
OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders10.36,2.0
OFF-PA-10001204,Office Supplies,Paper,Xerox 197210.56,2.0
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper10.56,2.0
OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers10.56,2.0
OFF-PA-10003270,Office Supplies,Paper,Xerox 195410.56,2.0
OFF-PA-10000528,Office Supplies,Paper,Xerox 198110.56,2.0
OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders10.68,2.0
OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""10.76",2.0
OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest21.98,1.0
TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s21.99,1.0
OFF-FA-10001843,Office Supplies,Fasteners,Staples7.41,3.0
FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock22.23",1.0
FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""22.23",1.0
OFF-EN-10001415,Office Supplies,Envelopes,Staples11.16,2.0
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size22.48",1.0
OFF-EN-10001990,Office Supplies,Envelopes,Staples11.36,2.0
OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors11.36,2.0
OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages11.36",2.0
FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock22.72",1.0
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge22.98,1.0
FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x1011.54,2.0
