RowID,OrderID,ProductID,Quantity,ShippingCost,OrderPriority
33565,CA-2014-105480,OFF-PA-10002787,1.0,,Medium
35746,CA-2012-121965,OFF-PA-10004355,1.0,,Medium
36978,CA-2013-141551,OFF-PA-10001569,1.0,,Medium
37655,CA-2014-139080,OFF-PA-10002262,1.0,,Medium
39626,CA-2014-118577,OFF-PA-10004888,1.0,,Medium
39647,US-2012-115238,OFF-PA-10002689,1.0,,Medium
38777,CA-2011-167199,OFF-PA-10000955,1.0,,High
38405,CA-2013-109666,OFF-AR-10004582,1.0,,Medium
37876,CA-2013-169887,OFF-PA-10003001,1.0,,Critical
37601,CA-2014-107552,OFF-PA-10002947,1.0,,Medium
37748,CA-2012-156510,OFF-AR-10004930,1.0,,High
40348,CA-2011-141838,OFF-AR-10004272,1.0,,High
36181,CA-2014-104080,OFF-AR-10001972,1.0,,Medium
31646,CA-2013-129714,TEC-AC-10000290,1.0,,Critical
40975,CA-2013-144785,OFF-SU-10004290,1.0,,Medium
38583,CA-2013-149965,TEC-AC-10004877,1.0,,High
37365,CA-2014-166695,FUR-FU-10002191,1.0,,High
38380,CA-2014-118724,OFF-AR-10003469,1.0,,High
39443,US-2011-112949,OFF-AR-10003469,1.0,,Low
34922,CA-2014-113530,OFF-AR-10001315,1.0,,Medium
36721,US-2014-120649,OFF-AR-10001545,1.0,,Medium
37468,CA-2013-141523,OFF-AR-10001545,1.0,,Medium
40004,CA-2011-146815,OFF-AR-10003469,1.0,,Medium
37979,CA-2014-154466,OFF-BI-10002012,1.0,,High
36219,CA-2014-114055,OFF-FA-10003059,1.0,,High
40998,CA-2013-105291,OFF-FA-10003059,1.0,,Medium
32729,CA-2011-120768,OFF-SU-10004115,1.0,,High
40652,CA-2012-110324,OFF-AR-10000823,1.0,,High
40506,CA-2014-142776,OFF-EN-10003160,1.0,,Medium
39813,CA-2013-132899,OFF-AR-10002833,1.0,,Medium
35496,CA-2012-143105,OFF-LA-10004093,1.0,,High
37224,CA-2011-114314,OFF-LA-10000240,1.0,,High
33753,CA-2014-140949,OFF-LA-10004093,1.0,,Medium
32761,US-2013-104794,OFF-FA-10001754,1.0,,High
39486,CA-2012-140375,OFF-BI-10000320,1.0,,Medium
33278,CA-2012-119592,OFF-BI-10004187,1.0,,High
32782,CA-2011-119032,OFF-FA-10003021,1.0,,Medium
37427,CA-2014-162033,OFF-FA-10003021,1.0,,Medium
36019,US-2014-135230,OFF-AR-10001166,1.0,,Medium
31547,CA-2013-145625,OFF-PA-10004569,1.0,,Medium
32155,CA-2014-161984,OFF-PA-10004569,1.0,,Medium
34406,CA-2013-121671,OFF-PA-10001892,1.0,,Medium
37511,CA-2011-128538,OFF-EN-10001219,1.0,,Medium
32070,CA-2014-104220,OFF-BI-10003910,1.0,,Low
37118,CA-2014-117632,OFF-AP-10004868,1.0,,Medium
38671,US-2014-123862,OFF-FA-10003112,1.0,,High
34875,CA-2013-104157,OFF-ST-10000321,1.0,,Medium
33385,CA-2013-140501,OFF-FA-10004076,1.0,,Medium
39557,CA-2013-118101,OFF-BI-10000773,1.0,,High
34748,CA-2011-168592,OFF-FA-10002988,1.0,,Medium
36595,CA-2013-106656,OFF-EN-10001509,1.0,,High
39356,CA-2012-121188,FUR-FU-10003981,1.0,,Medium
37650,US-2012-109015,OFF-AP-10001962,1.0,,Medium
36327,CA-2014-139304,OFF-SU-10001664,1.0,,High
37285,CA-2013-163776,OFF-BI-10000404,1.0,,Medium
40793,US-2013-123610,OFF-AP-10002222,1.0,,Medium
36243,CA-2013-151372,OFF-FA-10000304,1.0,,Critical
39724,CA-2014-167017,OFF-SU-10001935,1.0,,Critical
41025,CA-2014-167395,OFF-SU-10001935,1.0,,Critical
32416,CA-2012-142755,OFF-PA-10000141,1.0,,High
37395,CA-2014-100111,OFF-FA-10000304,1.0,,Medium
32526,CA-2014-100013,FUR-FU-10001424,1.0,,Medium
35730,CA-2013-168893,OFF-AR-10003772,1.0,,High
38280,CA-2013-116526,TEC-PH-10002365,1.0,,Medium
34566,CA-2011-115980,TEC-AC-10003709,1.0,,Medium
39223,CA-2014-120404,TEC-AC-10003433,1.0,,Medium
33763,CA-2014-128755,OFF-PA-10000726,1.0,,Medium
38754,CA-2012-137974,OFF-BI-10001036,1.0,,Medium
34175,CA-2013-152072,OFF-AR-10001573,1.0,,High
31706,CA-2014-117457,OFF-PA-10002893,1.0,,Medium
37196,CA-2014-108000,OFF-EN-10002621,1.0,,Medium
32459,CA-2011-127964,TEC-PH-10004700,1.0,,High
35486,CA-2013-157714,OFF-PA-10004022,1.0,,Medium
35014,CA-2013-142370,OFF-SU-10003002,1.0,,Medium
38308,US-2011-135881,OFF-SU-10003002,1.0,,Medium
32424,CA-2012-105970,OFF-AR-10003156,1.0,,High
32147,CA-2013-152534,OFF-AR-10002335,1.0,,Medium
39980,CA-2014-101665,OFF-AR-10002335,1.0,,Medium
36540,CA-2013-149454,OFF-BI-10003694,1.0,,High
38324,CA-2014-131653,OFF-LA-10001045,1.0,,Low
36279,CA-2011-160066,OFF-LA-10001045,1.0,,Medium
36377,US-2014-133312,OFF-ST-10001325,1.0,,Medium
34351,CA-2013-128517,OFF-BI-10000831,1.0,,Medium
36176,CA-2014-143567,OFF-EN-10004846,1.0,,Critical
32293,CA-2012-162537,OFF-EN-10003862,1.0,,Medium
38202,US-2014-149006,OFF-ST-10003221,1.0,,High
33072,CA-2011-118976,OFF-AR-10004752,1.0,,Medium
34132,CA-2014-110842,OFF-AP-10003971,1.0,,Medium
37976,CA-2014-145037,OFF-ST-10000918,1.0,,Medium
32446,CA-2012-112452,TEC-PH-10000307,1.0,,Critical
38773,CA-2011-167199,OFF-AR-10001662,1.0,,High
39072,CA-2011-166961,OFF-AP-10001366,1.0,,Medium
34500,CA-2011-158372,TEC-AC-10004209,1.0,,Low
35937,CA-2013-102162,OFF-EN-10002312,1.0,,Medium
34049,CA-2012-155306,OFF-AR-10003251,1.0,,High
37051,CA-2012-150749,OFF-AR-10003732,1.0,,High
37125,CA-2014-161067,OFF-AR-10003251,1.0,,High
31660,CA-2014-144904,OFF-AR-10003732,1.0,,Medium
33540,CA-2014-103380,OFF-AR-10003856,1.0,,Medium
33782,CA-2014-126067,OFF-AR-10003856,1.0,,Medium
38553,CA-2013-152730,OFF-AR-10003732,1.0,,Medium
40379,CA-2014-169005,OFF-AR-10000246,1.0,,Medium
40541,CA-2011-113271,OFF-AR-10003251,1.0,,Medium
32624,CA-2013-128258,OFF-PA-10004156,1.0,,High
41160,CA-2014-113278,OFF-PA-10004156,1.0,,Medium
36239,CA-2012-156482,OFF-AR-10001022,1.0,,Low
32527,CA-2014-100013,OFF-AR-10001022,1.0,,Medium
33694,CA-2014-169264,OFF-LA-10001613,1.0,,High
35847,US-2014-107636,OFF-LA-10003388,1.0,,High
38816,US-2014-167920,OFF-LA-10004409,1.0,,High
39775,CA-2014-158736,OFF-AR-10002578,1.0,,Low
40913,CA-2013-140256,OFF-AR-10002255,1.0,,Low
33386,CA-2012-139290,OFF-LA-10004008,1.0,,Medium
37689,CA-2013-129126,OFF-LA-10003190,1.0,,Medium
38636,CA-2012-159590,OFF-AR-10003190,1.0,,Medium
39388,CA-2012-127502,OFF-LA-10001613,1.0,,Medium
40275,CA-2011-119529,OFF-BI-10000546,1.0,,Medium
41138,US-2013-125402,OFF-AR-10002255,1.0,,Medium
40999,CA-2014-147032,OFF-PA-10003256,1.0,,Medium
33913,CA-2014-147942,OFF-LA-10003663,1.0,,High
35706,US-2011-154879,OFF-LA-10004425,1.0,,Medium
32444,CA-2012-112452,OFF-FA-10000735,1.0,,Critical
31811,CA-2014-163405,OFF-AR-10001246,1.0,,High
37238,CA-2014-112431,OFF-AR-10000940,1.0,,High
36146,CA-2011-107818,OFF-AR-10003045,1.0,,Low
40705,CA-2014-162789,FUR-FU-10004864,1.0,,High
38799,US-2014-120117,OFF-AR-10000817,1.0,,High
38501,CA-2012-136658,OFF-AR-10000817,1.0,,Medium
31737,CA-2013-115756,FUR-FU-10000246,1.0,,Medium
40684,US-2014-127292,OFF-PA-10001970,1.0,,High
36853,CA-2012-125066,FUR-FU-10003829,1.0,,High
36922,CA-2011-126683,FUR-FU-10001706,1.0,,High
37964,CA-2014-122175,OFF-LA-10002271,1.0,,High
32881,CA-2012-131338,FUR-FU-10001706,1.0,,Medium
36578,CA-2012-105158,FUR-FU-10001706,1.0,,Medium
36880,CA-2011-116673,FUR-FU-10003829,1.0,,Medium
39168,CA-2013-101672,OFF-LA-10002271,1.0,,Medium
32258,CA-2012-160059,OFF-BI-10000145,1.0,,Medium
39192,CA-2014-124744,OFF-BI-10000145,1.0,,Medium
39251,CA-2011-138359,OFF-BI-10000145,1.0,,Medium
33915,CA-2014-115931,OFF-AR-10000369,1.0,,Medium
38930,US-2014-158526,OFF-BI-10002414,1.0,,Medium
35140,CA-2011-101931,OFF-SU-10002301,1.0,,High
32413,CA-2013-144855,OFF-LA-10003766,1.0,,Critical
32028,US-2013-150861,OFF-LA-10001317,1.0,,Medium
41172,CA-2012-130855,OFF-SU-10003936,1.0,,Medium
38778,CA-2013-124583,OFF-EN-10002500,1.0,,High
33390,CA-2012-149678,OFF-SU-10004498,1.0,,Critical
38263,CA-2013-157161,OFF-BI-10002764,1.0,,Medium
33246,CA-2014-157987,OFF-AP-10000358,1.0,,High
34285,CA-2013-139010,TEC-AC-10004227,1.0,,Medium
39815,CA-2014-118003,FUR-FU-10002506,1.0,,Medium
39819,US-2013-160206,TEC-PH-10000148,1.0,,Medium
34582,CA-2014-150525,OFF-AR-10002375,1.0,,Medium
35509,CA-2011-166457,OFF-AR-10003651,1.0,,Medium
36794,CA-2014-164378,OFF-AR-10001177,1.0,,Medium
36875,CA-2014-137498,OFF-AR-10003829,1.0,,Medium
40603,CA-2011-128237,OFF-AR-10003829,1.0,,Medium
33078,CA-2012-111094,OFF-PA-10001609,1.0,,Medium
39036,CA-2011-154781,OFF-PA-10001609,1.0,,Medium
36623,CA-2012-152681,OFF-AR-10003183,1.0,,Medium
41261,CA-2013-146374,FUR-FU-10002671,1.0,,Medium
36576,US-2014-104094,TEC-AC-10002134,1.0,,High
40245,CA-2011-132913,OFF-AP-10003278,1.0,,High
36198,CA-2014-120936,OFF-SU-10002557,1.0,,High
37623,CA-2011-167927,OFF-ST-10000760,1.0,,Medium
32309,CA-2014-118437,OFF-ST-10003722,1.0,,High
40059,CA-2013-112578,OFF-ST-10003722,1.0,,High
35373,CA-2012-100685,OFF-BI-10003094,1.0,,Critical
31599,CA-2013-142545,OFF-BI-10002706,1.0,,Medium
31619,CA-2011-156601,OFF-FA-10000624,1.0,,Medium
32156,CA-2014-161984,OFF-FA-10000624,1.0,,Medium
34131,CA-2014-134649,OFF-BI-10001890,1.0,,Medium
34920,CA-2011-159184,OFF-BI-10001890,1.0,,Medium
31874,CA-2012-149713,OFF-SU-10001574,1.0,,High
32826,CA-2012-148432,OFF-PA-10001274,1.0,,High
39949,CA-2011-142769,OFF-SU-10001574,1.0,,High
41255,US-2011-143287,OFF-SU-10001574,1.0,,Low
40991,CA-2014-130148,OFF-SU-10001574,1.0,,Medium
31664,CA-2013-155516,OFF-SU-10001225,1.0,,High
32157,CA-2011-133851,OFF-SU-10001225,1.0,,Low
36789,CA-2011-105249,OFF-SU-10001225,1.0,,Medium
33112,CA-2012-164833,OFF-LA-10000443,1.0,,High
33800,CA-2013-149482,OFF-LA-10000248,1.0,,High
38220,CA-2012-134257,OFF-EN-10003845,1.0,,High
39911,CA-2013-165918,OFF-LA-10003720,1.0,,High
40304,CA-2014-107825,OFF-LA-10003720,1.0,,High
33251,CA-2014-157987,OFF-AR-10004582,1.0,,High
38155,CA-2014-128965,OFF-LA-10001404,1.0,,Medium
33728,CA-2014-129805,FUR-FU-10001935,1.0,,Medium
33005,CA-2014-123491,OFF-PA-10003424,1.0,,Medium
36593,CA-2014-108791,FUR-FU-10004018,1.0,,Medium
34747,CA-2011-168592,OFF-ST-10002406,1.0,,Medium
39286,US-2013-117793,OFF-ST-10002406,1.0,,Medium
33516,CA-2014-130841,OFF-ST-10001580,1.0,,High
35294,CA-2012-105627,OFF-AR-10002704,1.0,,High
39759,CA-2012-169537,OFF-LA-10001982,1.0,,High
33860,CA-2012-110632,TEC-AC-10000387,1.0,,Medium
33406,CA-2012-164882,OFF-AR-10004272,1.0,,Critical
34316,CA-2012-123568,OFF-FA-10002701,1.0,,Medium
38815,US-2014-167920,OFF-ST-10004963,1.0,,High
39633,CA-2013-101469,OFF-AR-10003986,1.0,,Medium
38407,CA-2013-109666,OFF-SU-10002522,1.0,,Medium
36665,CA-2014-158071,OFF-ST-10001228,1.0,,Medium
33684,CA-2012-145065,OFF-FA-10001229,1.0,,Medium
34083,CA-2012-149972,OFF-FA-10002763,1.0,,High
36040,CA-2014-168123,OFF-FA-10002763,1.0,,Medium
31569,CA-2012-155334,FUR-FU-10003274,1.0,,Critical
37336,CA-2013-131205,OFF-AR-10003469,1.0,,High
32851,CA-2012-111507,OFF-AR-10001315,1.0,,Low
38050,CA-2013-154767,OFF-BI-10002003,1.0,,High
39040,CA-2013-133613,OFF-BI-10002003,1.0,,High
36652,CA-2011-113768,OFF-PA-10003063,1.0,,Medium
40056,CA-2013-114307,OFF-BI-10002012,1.0,,Medium
40507,CA-2014-142776,OFF-BI-10002012,1.0,,Medium
39683,CA-2012-149601,OFF-ST-10001558,1.0,,Low
38001,CA-2012-139164,OFF-FA-10003059,1.0,,Medium
36654,CA-2011-150490,TEC-AC-10004510,1.0,,Medium
32902,US-2013-115819,OFF-AR-10000823,1.0,,Medium
33775,CA-2011-145212,OFF-AR-10002833,1.0,,Medium
34698,CA-2011-102274,OFF-AR-10002833,1.0,,Medium
33562,CA-2013-131065,OFF-BI-10004970,1.0,,Critical
34713,CA-2013-116540,OFF-BI-10004970,1.0,,Critical
35880,US-2013-100405,OFF-AR-10000390,1.0,,Critical
33331,CA-2014-162481,OFF-BI-10002976,1.0,,High
39398,CA-2012-149846,OFF-LA-10004484,1.0,,High
36032,CA-2012-155054,OFF-BI-10004970,1.0,,Medium
41081,CA-2012-149748,FUR-FU-10001847,1.0,,High
40423,CA-2012-157028,OFF-AR-10004441,1.0,,Medium
40982,CA-2014-118668,TEC-AC-10000682,1.0,,Critical
32063,CA-2011-162775,OFF-BI-10004187,1.0,,Critical
36092,CA-2012-120516,OFF-BI-10004187,1.0,,Medium
37203,US-2014-153948,TEC-AC-10003441,1.0,,Critical
38218,CA-2014-109211,OFF-EN-10001532,1.0,,Medium
36425,CA-2011-160766,TEC-PH-10001536,1.0,,High
33903,CA-2013-154053,OFF-AR-10003727,1.0,,Medium
39871,CA-2011-159849,OFF-FA-10000053,1.0,,High
33672,CA-2014-119669,OFF-FA-10000053,1.0,,Medium
33051,CA-2014-116715,OFF-PA-10003893,1.0,,High
40890,CA-2014-108931,OFF-PA-10002741,1.0,,High
34203,CA-2014-121615,OFF-PA-10000327,1.0,,Low
34775,CA-2013-131289,OFF-AR-10003056,1.0,,Medium
39170,CA-2013-101672,OFF-PA-10004610,1.0,,Medium
39232,CA-2014-166093,OFF-PA-10003893,1.0,,Medium
40252,CA-2011-126480,OFF-PA-10004610,1.0,,Medium
37692,CA-2013-129126,OFF-ST-10004507,1.0,,Medium
38984,CA-2013-169838,OFF-BI-10004002,1.0,,Medium
38048,CA-2013-154767,OFF-AP-10000595,1.0,,High
39619,CA-2013-130778,OFF-AP-10000595,1.0,,Medium
33959,CA-2014-159604,OFF-BI-10003460,1.0,,Critical
31571,CA-2014-118136,OFF-PA-10002615,1.0,,High
37010,US-2011-143707,TEC-PH-10003655,1.0,,Medium
34353,CA-2014-131492,OFF-EN-10002973,1.0,,Medium
36798,CA-2014-164378,OFF-PA-10004519,1.0,,Medium
39492,CA-2012-136700,OFF-PA-10004519,1.0,,Medium
41257,CA-2014-141446,TEC-AC-10002305,1.0,,Critical
33541,CA-2014-103380,OFF-FA-10004248,1.0,,Medium
34171,US-2014-102638,OFF-FA-10002988,1.0,,High
35703,CA-2013-100041,OFF-PA-10001622,1.0,,Medium
39071,CA-2013-152800,OFF-EN-10001509,1.0,,High
39136,US-2011-137869,OFF-EN-10001509,1.0,,Medium
34241,CA-2014-126242,FUR-FU-10002685,1.0,,Medium
37545,CA-2014-121580,FUR-FU-10003981,1.0,,Low
36067,US-2013-114888,OFF-SU-10001212,1.0,,Medium
38112,CA-2011-144414,FUR-FU-10003981,1.0,,Medium
34103,CA-2012-148635,OFF-FA-10004395,1.0,,Critical
33048,CA-2014-168837,FUR-FU-10001918,1.0,,Critical
36889,CA-2011-164742,OFF-BI-10004738,1.0,,Medium
32979,US-2013-101497,OFF-PA-10000176,1.0,,High
34478,CA-2014-152912,OFF-BI-10004728,1.0,,Critical
37150,US-2011-138835,OFF-BI-10003314,1.0,,High
32790,CA-2014-139661,FUR-FU-10002885,1.0,,Medium
32936,CA-2013-157266,OFF-BI-10004728,1.0,,Medium
40553,CA-2011-168368,OFF-BI-10004728,1.0,,Medium
36822,CA-2014-154501,OFF-AR-10002804,1.0,,Medium
40784,US-2014-125213,OFF-FA-10001561,1.0,,High
34567,CA-2011-115980,OFF-FA-10000304,1.0,,Medium
32261,CA-2014-135279,OFF-LA-10004055,1.0,,High
36686,CA-2014-164707,OFF-LA-10004345,1.0,,High
39302,CA-2011-143210,FUR-FU-10002268,1.0,,High
39831,CA-2012-169677,OFF-LA-10003223,1.0,,High
35210,CA-2014-148068,FUR-FU-10002268,1.0,,Low
32120,CA-2014-101434,OFF-LA-10003223,1.0,,Medium
33063,CA-2013-110254,OFF-LA-10002034,1.0,,Medium
41062,CA-2014-101959,OFF-BI-10001757,1.0,,Medium
32562,CA-2014-110380,OFF-AR-10000422,1.0,,High
31636,CA-2012-128167,OFF-FA-10000490,1.0,,High
38794,CA-2014-121048,OFF-FA-10000490,1.0,,High
31810,CA-2014-163405,OFF-AR-10003811,1.0,,High
32421,US-2011-147627,OFF-AR-10003811,1.0,,Medium
34026,CA-2014-104801,OFF-AR-10001547,1.0,,Medium
34183,CA-2014-102099,OFF-AR-10003811,1.0,,Medium
32999,CA-2012-114069,OFF-PA-10000349,1.0,,Critical
41184,CA-2014-169607,OFF-PA-10000477,1.0,,High
32090,CA-2011-156433,OFF-LA-10001569,1.0,,Medium
33114,CA-2012-125423,OFF-LA-10001771,1.0,,Medium
35575,US-2013-107440,FUR-FU-10000550,1.0,,Medium
36037,CA-2014-164364,OFF-LA-10004853,1.0,,Medium
36689,US-2011-123183,OFF-LA-10001569,1.0,,Medium
38102,CA-2011-125682,OFF-PA-10001752,1.0,,Medium
39150,CA-2012-144890,OFF-PA-10001526,1.0,,Medium
33404,CA-2012-164882,OFF-PA-10000157,1.0,,Critical
36878,CA-2014-163818,FUR-FU-10000076,1.0,,High
38227,CA-2013-140382,OFF-PA-10001019,1.0,,High
35628,CA-2014-107909,TEC-AC-10001998,1.0,,Medium
39324,CA-2012-132465,TEC-AC-10001998,1.0,,Medium
35374,CA-2012-100685,OFF-FA-10003472,1.0,,Critical
39841,CA-2013-119074,FUR-FU-10004053,1.0,,Medium
35501,CA-2011-145387,OFF-PA-10002195,1.0,,Medium
35804,US-2011-138247,OFF-ST-10002301,1.0,,Medium
36116,CA-2014-117436,OFF-BI-10004040,1.0,,Medium
37934,CA-2014-103352,OFF-AR-10001573,1.0,,Medium
40974,CA-2013-144785,OFF-AR-10001573,1.0,,Medium
33187,CA-2011-157623,OFF-PA-10001204,1.0,,High
36300,CA-2013-155033,OFF-PA-10000143,1.0,,High
36947,CA-2014-142342,OFF-ST-10002957,1.0,,High
37684,CA-2011-134103,OFF-PA-10001204,1.0,,High
31533,CA-2014-160514,OFF-PA-10002479,1.0,,Medium
36553,CA-2013-130078,OFF-PA-10003270,1.0,,Medium
40125,CA-2012-115168,OFF-PA-10000528,1.0,,Medium
39446,CA-2011-167997,OFF-BI-10001758,1.0,,High
37746,CA-2012-156510,OFF-BI-10000822,1.0,,High
31524,CA-2012-163055,OFF-ST-10002485,1.0,,Medium
32219,CA-2012-111164,TEC-PH-10004531,1.0,,Medium
35662,CA-2014-111332,OFF-FA-10001843,1.0,,High
32097,CA-2014-105809,FUR-FU-10004090,1.0,,Medium
33884,CA-2014-131695,FUR-FU-10002045,1.0,,Medium
37160,CA-2013-101525,OFF-AR-10000716,1.0,,Critical
32350,CA-2012-110667,OFF-AR-10000716,1.0,,Medium
35024,CA-2013-165169,OFF-AR-10000122,1.0,,Medium
35587,CA-2014-102407,OFF-AR-10000122,1.0,,Medium
41180,CA-2011-112291,OFF-EN-10001415,1.0,,Medium
38919,US-2011-144078,OFF-AR-10004707,1.0,,Medium
35525,CA-2013-113803,OFF-PA-10001994,1.0,,High
32060,CA-2011-162775,OFF-EN-10001990,1.0,,Critical
32141,CA-2013-161669,OFF-SU-10002503,1.0,,High
33873,CA-2011-129091,OFF-EN-10001990,1.0,,High
35577,CA-2011-166989,OFF-PA-10004470,1.0,,High
38133,CA-2014-142643,FUR-FU-10000087,1.0,,Medium
32169,CA-2011-148488,OFF-PA-10004470,1.0,,Medium
37354,CA-2011-107524,OFF-EN-10001990,1.0,,Medium
40910,CA-2011-128524,OFF-AP-10002892,1.0,,Medium
33244,CA-2014-157987,FUR-FU-10001196,1.0,,High
32457,CA-2014-147039,OFF-BI-10004654,1.0,,Medium
32694,CA-2013-124485,OFF-PA-10004971,1.0,,High
35167,CA-2012-132486,OFF-PA-10004971,1.0,,High
40891,CA-2014-108931,OFF-PA-10003845,1.0,,High
40935,US-2014-125808,OFF-PA-10001846,1.0,,High
34189,CA-2014-139913,OFF-PA-10003739,1.0,,Low
38999,CA-2013-114601,OFF-PA-10000605,1.0,,Medium
40662,US-2011-166828,OFF-PA-10001846,1.0,,Medium
